id	company_id	DUI	name	job_title	funnel_stage	linkedin	email	phone	temperature	recap	next_action	website	source	created_by	created_at	updated_by	updated_at
karen-souter-villa-caudacienne	lna-villa-caudacienne-queue-brie	NETSoins	Karen Souter	Directrice	Premier contact	https://fr.linkedin.com/in/karen-souter-497180116					Établir le premier contact avec Karen Souter		Enrichissement Claude	Claude	2026-05-27	Claude	2026-05-28
francois-rouchette-jardins-ennery	lna-jardins-ennery	NETSoins	François Rouchette	Directeur	Premier contact	https://www.linkedin.com/in/fran%C3%A7ois-rouchette-a2170a76/					Établir le premier contact avec François Rouchette		Enrichissement Claude	Claude	2026-05-27	Claude	2026-05-28
joelle-legal-asphodia-yerres	lna-asphodia-yerres	NETSoins	Joëlle Le Gal	Directrice	Premier contact	https://fr.linkedin.com/in/jo%C3%ABlle-le-gal-274b8921a					Établir le premier contact avec Joëlle Le Gal		Enrichissement Claude	Claude	2026-05-27	Claude	2026-05-28
agnes-roos-marconi-chatou	lna-marconi-chatou	NETSoins	Agnès Roos	Directrice	Premier contact	https://www.linkedin.com/in/agnes-roos-20170117/					Établir le premier contact avec Agnès Roos		Enrichissement Claude	Claude	2026-05-27	Claude	2026-05-28
nabila-sidhoum-villa-epidaure-celle	lna-villa-epidaure-celle-saint-cloud	NETSoins	Nabila Sidhoum	Directrice	Premier contact	https://fr.linkedin.com/in/nabila-sidhoum-5330baa3					Établir le premier contact avec Nabila Sidhoum		Enrichissement Claude	Claude	2026-05-27	Claude	2026-05-28
anais-hennequin-berges-danube	lna-berges-danube-serris	NETSoins	Anaïs Hennequin	Directrice	Premier contact	https://www.linkedin.com/in/ana%C3%AFs-hennequin-12a099168/					Établir le premier contact avec Anaïs Hennequin		Enrichissement Claude	Claude	2026-05-27	Claude	2026-05-28
bertille-keruzoret-meuliere-marne	lna-meuliere-marne-ferte	NETSoins	Bertille Keruzoret	Directrice	Premier contact	https://fr.linkedin.com/in/bertille-keruzoret-6717bb132					Établir le premier contact avec Bertille Keruzoret		Enrichissement Claude	Claude	2026-05-27	Claude	2026-05-28
fabrice-ettori-harmonie-moret	lna-harmonie-moret	NETSoins	Fabrice Ettori	Directeur	Premier contact	https://www.linkedin.com/in/fabrice-ettori-03938b124/					Établir le premier contact avec Fabrice Ettori		Enrichissement Claude	Claude	2026-05-27	Claude	2026-05-28
merouane-mele-jardins-ourcq	lna-jardins-ourcq-meaux	NETSoins	Merouane Mele	Directeur	Premier contact						Établir le premier contact avec Merouane Mele		Enrichissement Claude	Claude	2026-05-27	Claude	2026-05-28
isabelle-bioh-johnson-sevigne-saint-maur	lna-residence-sevigne-saint-maur	NETSoins	Isabelle Bioh-Johnson	Directrice	Premier contact	https://www.linkedin.com/in/isabelle-bioh-johnson-germain-221580103/					Directrice LNA Santé, Résidence Sévigné Saint-Maur-des-Fossés. Confirmée via LinkedIn et The Org.		2026-05-28	Enrichissement Claude	Établir le premier contact avec Isabelle Bioh-Johnson	Claude	Claude
catherine-coutzac-gobelins-paris13	domusvi-gobelins-paris13	NETSoins	Catherine Coutzac	Directrice	Premier contact	https://www.linkedin.com/in/catherine-coutzac-7864b2119/					Directrice confirmée — Résidence Les Gobelins (DomusVi), Paris 13e. Source : LinkedIn.		2026-05-28	Enrichissement Claude	Établir le premier contact avec Catherine Coutzac	Claude	Claude
martin-horlait-tiers-temps-paris14	domusvi-tiers-temps-paris14	NETSoins	Martin Horlait	Directeur	Premier contact	https://www.linkedin.com/in/martin-horlait-b4575a18a/					Directeur confirmé — Résidence Tiers Temps (DomusVi), Paris 14e. Source : LinkedIn + posts taggués.		2026-05-28	Enrichissement Claude	Établir le premier contact avec Martin Horlait	Claude	Claude
aurelie-pique-passerelle-vitry	domusvi-passerelle-vitry	NETSoins	Aurélie Pique	Directrice	Premier contact	https://www.linkedin.com/in/aur%C3%A9lie-pique-3759b011b/					Directrice La Passerelle des Arts (DomusVi). En transition depuis jan. 2025 (congé maternité/successeur non nommé publiquement). À vérifier si toujours en poste.		2026-05-28	Enrichissement Claude	Vérifier si Aurélie Pique toujours directrice — appeler l'établissement	Claude	Claude
aurelie-pique-clementine-pitois-ablon	domusvi-clementine-pitois-ablon	NETSoins	Aurélie Pique	Directrice	Premier contact	https://www.linkedin.com/in/aur%C3%A9lie-pique-3759b011b/					Directrice à l'inauguration (déc. 2021). Possiblement déplacée vers La Passerelle des Arts depuis. À vérifier si toujours directrice à Clémentine Pitois.		2026-05-28	Enrichissement Claude	Vérifier directrice actuelle — possiblement Aurélie Pique ou successeur	Claude	Claude
laura-bigou-jardins-thiais	domusvi-jardins-thiais	NETSoins	Laura Bigou	Directrice	Premier contact	https://fr.linkedin.com/in/laura-bigou-245176124					Directrice confirmée — Résidence Les Jardins de Thiais (DomusVi). Source : LinkedIn + RocketReach.		2026-05-28	Enrichissement Claude	Établir le premier contact avec Laura Bigou	Claude	Claude
isatu-bah-jardins-epinay	domusvi-epinay	NETSoins	Isatu Bah	Directrice	Premier contact						Directrice probable des Jardins d'Épinay (DomusVi). Trouvée via retraiteplus.fr / papyhappy. Pas de profil LinkedIn identifié.		2026-05-28	Enrichissement Claude	Établir le premier contact avec Isatu Bah	Claude	Claude
naima-jandar-val-osne-saint-maurice	colisee-val-osne-saint-maurice	NETSoins	Naïma Jandar	Directrice	Premier contact	https://www.linkedin.com/in/na%C3%AFma-jandar-281360195/					Directrice confirmée — Résidence Le Val d'Osne (Colisée), Saint-Maurice. Email : n.jandar@colisee.fr. Source : LinkedIn + avis clients.		2026-05-28	Enrichissement Claude	Établir le premier contact avec Naïma Jandar	Claude	Claude
anais-hennequin-arc-boise-champigny	colisee-arc-boise-champigny	NETSoins	Anaïs Hennequin	Directrice	Premier contact	https://fr.linkedin.com/in/ana%C3%AFs-hennequin-12a099168					Directrice confirmée en fév. 2024 (papyhappy). Même profil LinkedIn que la directrice LNA Santé (Berges du Danube, Serris) — probable changement de poste en 2024/2025. À vérifier si toujours en poste à Arc Boisé.		2026-05-28	Enrichissement Claude	Vérifier si Anaïs Hennequin toujours directrice à Arc Boisé — appeler l'établissement	Claude	Claude
cynthia-medjana-epervier-bourget	colisee-epervier-bourget	NETSoins	Cynthia Medjana	Directrice	Premier contact	https://fr.linkedin.com/in/cynthia-medjana-8b2ab8196					Directrice probable — Résidence L'Épervier (Colisée), Le Bourget. Trouvée via LinkedIn (résultats de recherche associés à L'Épervier). À confirmer.		2026-05-28	Enrichissement Claude	Établir le premier contact avec Cynthia Medjana (à confirmer)	Claude	Claude
cecile-delpech-lanmodez-saint-mande	partage-vie-lanmodez-saint-mande	NETSoins	Cécile Delpech	Directrice	Premier contact	https://fr.linkedin.com/in/cecile-delpech-98450315					Directrice Lanmodez (Partage et Vie), Saint-Mandé. Mention d'un départ à la retraite dans un post LinkedIn de la DG (Delphine Langlet). Statut actuel incertain.		2026-05-28	Enrichissement Claude	Vérifier si Cécile Delpech toujours en poste ou identifier successeur	Claude	Claude
caroline-chaussard-maison-parc	adef-maison-parc-paris13	NETSoins	Caroline Chaussard	Directrice	Premier contact	https://fr.linkedin.com/in/caroline-chaussard-2a44411a9					Directrice confirmée — La Maison du Parc (ADEF Résidences), Paris 13e. Sources : LinkedIn, RocketReach, vidéo JNA.		2026-05-28	Enrichissement Claude	Établir le premier contact avec Caroline Chaussard	Claude	Claude
lindsay-cafre-saxemard-cytises	adef-cytises-gennevilliers	NETSoins	Lindsay Cafre-Saxemard	Directrice	Premier contact	https://fr.linkedin.com/in/lindsay-cafre-saxemard-6b3a63222					Possiblement ancienne directrice des Cytises. Son poste actuel semble être La Maison du Saule Cendré (Orly). À vérifier si toujours en poste à Gennevilliers.		2026-05-28	Enrichissement Claude	Vérifier si Lindsay Cafre-Saxemard toujours directrice à Gennevilliers	Claude	Claude
marjorie-corvee-grimault-erable-clamart	adef-erable-clamart	NETSoins	Marjorie Corvée-Grimault	Directrice	Premier contact	https://fr.linkedin.com/in/marjorie-corv%C3%A9e-grimault-4678548b					Ancienne directrice (2022-2025), désormais chez Korian (Château de Lormoy). Identifier le/la successeur(e) à Clamart.		2026-05-28	Enrichissement Claude	Identifier le/la successeur(e) de Marjorie Corvée-Grimault	Claude	Claude
lindsay-cafre-saxemard-saule-cendre	adef-saule-cendre-orly	NETSoins	Lindsay Cafre-Saxemard	Directrice	Premier contact	https://fr.linkedin.com/in/lindsay-cafre-saxemard-6b3a63222					"Directrice confirmée — La Maison du Saule Cendré (ADEF Résidences), Orly. Réponses aux avis signées ""Mme CAFRE-SAXEMARD, Directrice"" (Mazette)."		2026-05-28	Enrichissement Claude	Établir le premier contact avec Lindsay Cafre-Saxemard	Claude	Claude
angelique-filipe-roses-villecresnes	adef-roses-villecresnes	NETSoins	Angélique Filipe	Directrice	Premier contact	https://www.linkedin.com/in/ang%C3%A9lique-filipe-077331207/					Ancienne directrice (sept. 2022–sept. 2024), désormais Directrice Résidence Autonomie La Pergola. Identifier le/la successeur(e) depuis oct. 2024.		2026-05-28	Enrichissement Claude	Identifier le/la successeur(e) d'Angélique Filipe	Claude	Claude
melanie-neufcourt-chantereine-choisy	adef-chantereine-choisy	NETSoins	Mélanie Neufcourt	Directrice	Premier contact	https://fr.linkedin.com/in/m%C3%A9lanie-neufcourt-098481141					Ancienne directrice (2018-2024). Désormais directrice EHPAD La Maison de la Châtaigneraie. Identifier le/la successeur(e) à Choisy-le-Roi.		2026-05-28	Enrichissement Claude	Identifier le/la successeur(e) de Mélanie Neufcourt	Claude	Claude
istiebana-t-eglantier-bondy	adef-eglantier-bondy	NETSoins	Istiebana T.	Directrice Adjointe	Premier contact	https://www.linkedin.com/in/istiebana-t-45ba61167					Directrice adjointe — La Maison de l'Églantier (ADEF Résidences), Bondy. Directrice principale non identifiée publiquement.		2026-05-28	Enrichissement Claude	Contacter Istiebana T. ou identifier la directrice principale	Claude	Claude
maleek-camara-glycines-bourget	adef-glycines-bourget	NETSoins	Maleek Camara	Directeur	Premier contact	https://www.linkedin.com/in/maleek-camara-b83786196/					Directeur confirmé — La Maison des Glycines (ADEF Résidences), Le Bourget. Titre exact sur The Org et LinkedIn.		2026-05-28	Enrichissement Claude	Établir le premier contact avec Maleek Camara	Claude	Claude
elodie-buriez-vallee-fleurs-stains	adef-vallee-fleurs-stains	NETSoins	Elodie Buriez	Directrice	Premier contact	https://fr.linkedin.com/in/elodie-buriez-0aaa06174					Directrice ADEF probable à Stains — lien avec l'établissement non confirmé directement. À vérifier avant de contacter.		2026-05-28	Enrichissement Claude	Vérifier si Elodie Buriez est bien directrice à Stains	Claude	Claude
mme-maillard-cedre-bleu-saint-pierre	adef-cedre-bleu-saint-pierre	NETSoins	Mme Maillard	Directrice	Premier contact						Directrice identifiée via une offre d'emploi liée à l'établissement. Prénom inconnu. Aucun LinkedIn trouvé.		2026-05-28	Enrichissement Claude	Identifier le prénom de Mme Maillard et établir le premier contact	Claude	Claude
boutheina-agha-merisiers-morsang	adef-merisiers-morsang	NETSoins	Boutheina Agha	Directrice	Premier contact	https://www.linkedin.com/in/boutheina-agha-39414b228/					Directrice confirmée — La Maison des Merisiers (ADEF Résidences), Morsang-sur-Orge. Titre LinkedIn exact avec nom de l'établissement.		2026-05-28	Enrichissement Claude	Établir le premier contact avec Boutheina Agha	Claude	Claude
ehpad-de-la-loire-referent	ehpad-de-la-loire	Inconnu	Directeur EHPAD de la Loire	Directeur	Premier contact			+33477363136	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-pays-du-gier-site-les-charmilles-referent	ehpad-pays-du-gier-site-les-charmilles	Inconnu	Directeur EHPAD Pays du Gier - Site Les charmilles	Directeur	Premier contact			+33477311515	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-serge-bayle-referent	ehpad-serge-bayle	Inconnu	Directeur EHPAD Serge Bayle	Directeur	Premier contact			+33473644000	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-de-cours-la-ville-referent	ehpad-de-cours-la-ville	Inconnu	Directeur EHPAD de Cours-la-Ville	Directeur	Premier contact			+33474131010	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-du-centre-hospitalier-du-mont-d-or-referent	ehpad-du-centre-hospitalier-du-mont-d-or	Inconnu	Directeur EHPAD du centre hospitalier du Mont d'Or	Directeur	Premier contact			+33472081515	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-clairefond-referent	ehpad-clairefond	Inconnu	Directeur EHPAD Clairefond	Directeur	Premier contact			+33475057775	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-mon-repos-referent	ehpad-mon-repos	Inconnu	Directeur EHPAD Mon Repos	Directeur	Premier contact			+33473732828	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-les-jardins-de-coublevie-referent	ehpad-les-jardins-de-coublevie	Inconnu	Directeur EHPAD Les Jardins de Coublevie	Directeur	Premier contact			+33476671310	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-de-cusset-referent	ehpad-de-cusset	Inconnu	Directeur EHPAD de Cusset	Directeur	Premier contact			+33470303838	Froid				import-ehpad	import-ehpad	2026-05-29		
maison-de-retraite-du-centre-hospitalier-referent	maison-de-retraite-du-centre-hospitalier	Inconnu	Directeur Maison de retraite du centre hospitalier	Directeur	Premier contact			+33478073000	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-saint-loup-referent	ehpad-saint-loup	Inconnu	Directeur EHPAD Saint-Loup	Directeur	Premier contact			+33473604848	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-morestel-referent	ehpad-morestel	Inconnu	Directeur EHPAD Morestel	Directeur	Premier contact			+33474800244	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-du-centre-hospitalier-coeur-du-bourbonnais-referent	ehpad-du-centre-hospitalier-coeur-du-bourbonnais	Inconnu	Directeur EHPAD du Centre hospitalier Coeur du Bourbonnais	Directeur	Premier contact			+33470476060	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-du-centre-hospitalier-du-pays-de-gex-referent	ehpad-du-centre-hospitalier-du-pays-de-gex	Inconnu	Directeur EHPAD du Centre hospitalier du Pays de Gex	Directeur	Premier contact			+33450403838	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-le-perron-referent	ehpad-le-perron	Inconnu	Directeur EHPAD Le Perron	Directeur	Premier contact			+33476382637	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-francois-greze-referent	ehpad-francois-greze	Inconnu	Directeur EHPAD François Grèze	Directeur	Premier contact			+33470997000	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-la-montagne-referent	ehpad-la-montagne	Inconnu	Directeur EHPAD La Montagne	Directeur	Premier contact			+33474550044	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-les-monts-du-soir-referent	ehpad-les-monts-du-soir	Inconnu	Directeur EHPAD Les monts du soir	Directeur	Premier contact			+33477967202	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-francois-mitterrand-referent	ehpad-francois-mitterrand	Inconnu	Directeur EHPAD François Mitterrand	Directeur	Premier contact			+33470906200	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-leon-rouveyrol-referent	ehpad-leon-rouveyrol	Inconnu	Directeur EHPAD Léon Rouveyrol	Directeur	Premier contact			+33475361060	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-de-l-hopital-local-de-saint-galmier-referent	ehpad-de-l-hopital-local-de-saint-galmier	Inconnu	Directeur EHPAD de L Hôpital local de Saint-Galmier	Directeur	Premier contact			+33477360500	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-la-clairere-referent	ehpad-la-clairere	Inconnu	Directeur EHPAD La Clairère	Directeur	Premier contact			+33474054740	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-du-centre-hospitalier-d-annonay-referent	ehpad-du-centre-hospitalier-d-annonay	Inconnu	Directeur EHPAD du Centre hospitalier d'Annonay	Directeur	Premier contact			+33475673568	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-le-chenois-bavillers-referent	ehpad-le-chenois-bavillers	Inconnu	Directeur EHPAD Le Chenois Bavillers	Directeur	Premier contact			+33384903900	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-maison-departementale-de-retraite-de-l-yonne-referent	ehpad-maison-departementale-de-retraite-de-l-yonne	Inconnu	Directeur EHPAD - Maison départementale de retraite de l'Yonne	Directeur	Premier contact			+33386726262	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-centre-nicolas-rollin-referent	ehpad-centre-nicolas-rollin	Inconnu	Directeur EHPAD Centre Nicolas Rollin	Directeur	Premier contact			+33380244444	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-pignelin-referent	ehpad-pignelin	Inconnu	Directeur EHPAD Pignelin	Directeur	Premier contact			+33386938049	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-maison-du-combattant-referent	ehpad-maison-du-combattant	Inconnu	Directeur EHPAD Maison du Combattant	Directeur	Premier contact			+33384771212	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-la-maison-blanche-referent	ehpad-la-maison-blanche	Inconnu	Directeur EHPAD La Maison Blanche	Directeur	Premier contact			+33384571900	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-les-terres-de-diane-referent	ehpad-les-terres-de-diane	Inconnu	Directeur EHPAD Les terres de Diane	Directeur	Premier contact			+33385490120	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-du-larmont-referent	ehpad-du-larmont	Inconnu	Directeur EHPAD du Larmont	Directeur	Premier contact			+33381386800	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-de-bellevaux-referent	ehpad-de-bellevaux	Inconnu	Directeur EHPAD de Bellevaux	Directeur	Premier contact			+33381614200	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-de-l-hopital-de-bourbon-lancy-referent	ehpad-de-l-hopital-de-bourbon-lancy	Inconnu	Directeur EHPAD de l'hôpital de Bourbon-Lancy	Directeur	Premier contact			+33385896060	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-du-centre-hospitalier-du-tonnerrois-referent	ehpad-du-centre-hospitalier-du-tonnerrois	Inconnu	Directeur EHPAD du Centre Hôspitalier du Tonnerrois	Directeur	Premier contact			+33386543300	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-du-centre-hospitalier-de-decize-referent	ehpad-du-centre-hospitalier-de-decize	Inconnu	Directeur EHPAD du Centre hospitalier de Decize	Directeur	Premier contact			+33386777879	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-centre-hospitalier-de-dijon-champmaillot-referent	ehpad-centre-hospitalier-de-dijon-champmaillot	Inconnu	Directeur EHPAD Centre hospitalier de Dijon - Champmaillot	Directeur	Premier contact			+33380293971	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-du-centre-hospitalier-des-marches-de-bretagne-referent	ehpad-du-centre-hospitalier-des-marches-de-bretagne	Inconnu	Directeur EHPAD du Centre hospitalier des marches de Bretagne	Directeur	Premier contact			+33299983133	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-de-lamballe-referent	ehpad-de-lamballe	Inconnu	Directeur EHPAD de Lamballe	Directeur	Premier contact			+33296501500	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-de-ker-radeneg-referent	ehpad-de-ker-radeneg	Inconnu	Directeur EHPAD de Ker Radeneg	Directeur	Premier contact			+33290264594	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-les-capucins-referent	ehpad-les-capucins	Inconnu	Directeur EHPAD Les capucins	Directeur	Premier contact			+33296017123	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-du-centre-hospitalier-de-treguier-referent	ehpad-du-centre-hospitalier-de-treguier	Inconnu	Directeur EHPAD du Centre hospitalier de Tréguier	Directeur	Premier contact			+33296923072	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-de-plougastel-daoulas-referent	ehpad-de-plougastel-daoulas	Inconnu	Directeur EHPAD de Plougastel Daoulas	Directeur	Premier contact			+33298378787	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-de-ploumagoar-referent	ehpad-de-ploumagoar	Inconnu	Directeur EHPAD de Ploumagoar	Directeur	Premier contact			+33296110011	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-parc-du-carmel-referent	ehpad-parc-du-carmel	Inconnu	Directeur EHPAD Parc du Carmel	Directeur	Premier contact			+33297464354	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-du-centre-hospitalier-site-montfort-sur-meu-referent	ehpad-du-centre-hospitalier-site-montfort-sur-meu	Inconnu	Directeur EHPAD du Centre hospitalier - Site Montfort sur Meu	Directeur	Premier contact			+33299098300	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-du-centre-hospitalier-referent	ehpad-du-centre-hospitalier	Inconnu	Directeur EHPAD du centre hospitalier	Directeur	Premier contact			+33298218050	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-les-abers-residence-de-kermaria-referent	ehpad-les-abers-residence-de-kermaria	Inconnu	Directeur EHPAD Les Abers - Résidence de Kermaria	Directeur	Premier contact			+33285295000	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-jardin-anglais-referent	ehpad-jardin-anglais	Inconnu	Directeur EHPAD Jardin Anglais	Directeur	Premier contact			+33296857869	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-hstv-maison-de-moncontour-referent	ehpad-hstv-maison-de-moncontour	Inconnu	Directeur EHPAD HSTV - Maison de Moncontour	Directeur	Premier contact			+33296693030	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-ty-maudez-referent	ehpad-ty-maudez	Inconnu	Directeur EHPAD Ty Maudez	Directeur	Premier contact			+33298212900	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-les-embruns-referent	ehpad-les-embruns	Inconnu	Directeur EHPAD Les Embruns	Directeur	Premier contact			+33296556095	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-saint-thomas-de-villeneuve-referent	ehpad-saint-thomas-de-villeneuve	Inconnu	Directeur EHPAD Saint-Thomas de Villeneuve	Directeur	Premier contact			+33299437140	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-la-briantais-referent	ehpad-la-briantais	Inconnu	Directeur EHPAD La Briantais	Directeur	Premier contact			+33399212135	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-du-centre-hospitalier-de-guingamp-referent	ehpad-du-centre-hospitalier-de-guingamp	Inconnu	Directeur EHPAD du Centre hospitalier de Guingamp	Directeur	Premier contact			+33296445658	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-le-bois-joly-referent	ehpad-le-bois-joly	Inconnu	Directeur EHPAD Le bois joly	Directeur	Premier contact			+33298966255	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-la-vallee-referent	ehpad-la-vallee	Inconnu	Directeur EHPAD La vallée	Directeur	Premier contact			+33298788484	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-l-abbaye-referent	ehpad-residence-l-abbaye	Inconnu	Directeur EHPAD Résidence L'Abbaye	Directeur	Premier contact			+33299480177	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-les-residences-de-bellevue-referent	ehpad-les-residences-de-bellevue	Inconnu	Directeur EHPAD Les Résidences de Bellevue	Directeur	Premier contact			+33248578800	Froid				import-ehpad	import-ehpad	2026-05-29		
ehpad-residence-les-grands-chenes-referent	ehpad-residence-les-grands-chenes	Inconnu	Directeur EHPAD Résidence Les Grands Chênes	Directeur	Premier contact			+33254537750	Froid				import-ehpad	import-ehpad	2026-05-29		
