id	name	type_etablissement	nb_etablissements	funnel_stage	address	phone	linkedin_url	DUI	employees	tagline	summary	notes	next_action	created_by	created_at	updated_by	updated_at	website	industry	uses_netsoins	score_icp	city	region	country	Numéro Finess	Typologie	Groupe	Téléphones Clean Export	Mail	Adresse	Code postal	Ville	Département	Total de lits	Estimation Lits	Chambres simples	Chambres doubles	Place	Taille d'établissement	Prix minimum mensuel	CA Hébergement annuel	% Places APA
lna-asphodia-yerres	Résidence Asphodia Yerres	Groupe	50	Premier contact	Yerres, 91330		https://fr.linkedin.com/company/groupe-lna-sante	NETSoins		EHPAD 120 lits à Yerres, groupe LNA Santé, utilise NETSoins	EHPAD du groupe LNA Santé, Yerres (91)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Établir le premier contact avec Joëlle Le Gal	Claude	2026-05-27			https://www.lna-sante.com	EHPAD	Oui	2	Yerres	Île-de-France	France	910813583	Privé commercial	LNA Santé			Yerres, 91330	91330	Yerres	91	120					Grand	3 486,00 €		
lna-marconi-chatou	Résidence Marconi Chatou	Groupe	50	Premier contact	Chatou, 78400		https://fr.linkedin.com/company/groupe-lna-sante	NETSoins		EHPAD 100 lits à Chatou, groupe LNA Santé, utilise NETSoins	EHPAD du groupe LNA Santé, Chatou (78)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Établir le premier contact avec Agnès Roos	Claude	2026-05-27			https://www.lna-sante.com	EHPAD	Oui	2	Chatou	Île-de-France	France	780006458	Privé commercial	LNA Santé			Chatou, 78400	78400	Chatou	78	100					Grand	4 889,10 €		
lna-villa-epidaure-celle-saint-cloud	Villa d'Épidaure La Celle-Saint-Cloud	Groupe	50	Premier contact	La Celle-Saint-Cloud, 78170		https://fr.linkedin.com/company/groupe-lna-sante	NETSoins		EHPAD 87 lits à La Celle-Saint-Cloud, groupe LNA Santé, utilise NETSoins	EHPAD du groupe LNA Santé, La Celle-Saint-Cloud (78)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Établir le premier contact avec Nabila Sidhoum	Claude	2026-05-27			https://www.lna-sante.com	EHPAD	Oui	2	La Celle-Saint-Cloud	Île-de-France	France	780000204	Privé commercial	LNA Santé			La Celle-Saint-Cloud, 78170	78170	La Celle-Saint-Cloud	78	87					Moyen	6 205,80 €		
lna-berges-danube-serris	Les Berges du Danube Serris	Groupe	50	Premier contact	Serris, 77700		https://fr.linkedin.com/company/groupe-lna-sante	NETSoins		EHPAD 92 lits à Serris, groupe LNA Santé, utilise NETSoins	EHPAD du groupe LNA Santé, Serris (77)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Établir le premier contact avec Anaïs Hennequin	Claude	2026-05-27			https://www.lna-sante.com	EHPAD	Oui	2	Serris	Île-de-France	France	770017291	Privé commercial	LNA Santé			Serris, 77700	77700	Serris	77	92					Moyen	3 586,50  €		
lna-meuliere-marne-ferte	La Meulière de la Marne La Ferté-sous-Jouarre	Groupe	50	Premier contact	La Ferté-sous-Jouarre, 77260		https://fr.linkedin.com/company/groupe-lna-sante	NETSoins		EHPAD 122 lits à La Ferté-sous-Jouarre, groupe LNA Santé, utilise NETSoins	EHPAD du groupe LNA Santé, La Ferté-sous-Jouarre (77)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Établir le premier contact avec Bertille Keruzoret	Claude	2026-05-27			https://www.lna-sante.com	EHPAD	Oui	2	La Ferté-sous-Jouarre	Île-de-France	France	770019396	Privé commercial	LNA Santé			La Ferté-sous-Jouarre, 77260	77260	La Ferté-sous-Jouarre	77	122					Grand	2 941,80 €		
lna-harmonie-moret	Résidence Harmonie Moret-sur-Loing	Groupe	50	Premier contact	Moret-sur-Loing, 77250		https://fr.linkedin.com/company/groupe-lna-sante	NETSoins		EHPAD 71 lits à Moret-sur-Loing, groupe LNA Santé, utilise NETSoins	EHPAD du groupe LNA Santé, Moret-sur-Loing (77)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Établir le premier contact avec Fabrice Ettori	Claude	2026-05-27			https://www.lna-sante.com	EHPAD	Oui	2	Moret-sur-Loing	Île-de-France	France	770814804	Privé commercial	LNA Santé			Moret-sur-Loing, 77250	77250	Moret-sur-Loing	77	71					Moyen	3 781,80 €		
lna-jardins-ourcq-meaux	Les Jardins de l'Ourcq Meaux	Groupe	50	Premier contact	Meaux, 77100		https://fr.linkedin.com/company/groupe-lna-sante	NETSoins		EHPAD 154 lits à Meaux, groupe LNA Santé, utilise NETSoins	EHPAD du groupe LNA Santé, Meaux (77)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Établir le premier contact avec Merouane Mele	Claude	2026-05-27			https://www.lna-sante.com	EHPAD	Oui	2	Meaux	Île-de-France	France	770300101	Privé commercial	LNA Santé			Meaux, 77100	77100	Meaux	77	154					Grand	2 759,40 €		
adef-maison-parc-paris13	La Maison du Parc	Groupe	42	Premier contact	Paris 13e, 75013		https://www.linkedin.com/company/adef-residences/	NETSoins		EHPAD 100 lits à Paris 13e, groupe ADEF Résidences, utilise NETSoins	EHPAD du groupe ADEF Résidences, Paris 13e (75)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Établir le premier contact avec Caroline Chaussard	Claude	2026-05-27	Claude	2026-05-28	https://www.adef-residences.com	EHPAD	Oui	2	Paris 13e	Île-de-France	France	750041089	Privé non lucratif	ADEF Résidences			Paris 13e, 75013	75013	Paris 13e	75	100					Grand	3 692,40 €		
adef-cytises-gennevilliers	La Maison des Cytises	Groupe	42	Premier contact	Gennevilliers, 92230		https://www.linkedin.com/company/adef-residences/	NETSoins	82	EHPAD 82 lits à Gennevilliers, groupe ADEF Résidences, utilise NETSoins	EHPAD du groupe ADEF Résidences, Gennevilliers (92)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Vérifier si Lindsay Cafre-Saxemard toujours directrice (possiblement à Orly)	Claude	2026-05-27	Claude	2026-05-28	https://www.adef-residences.com	EHPAD	Oui	2	Gennevilliers	Île-de-France	France	920006798	Privé non lucratif	ADEF Résidences			Gennevilliers, 92230	92230	Gennevilliers	92	82					Moyen	3 222,30 €		
adef-erable-clamart	La Maison de l'Érable Argenté	Groupe	42	Premier contact	Clamart, 92140		https://www.linkedin.com/company/adef-residences/	NETSoins	110	EHPAD 110 lits à Clamart, groupe ADEF Résidences, utilise NETSoins	EHPAD du groupe ADEF Résidences, Clamart (92)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Identifier le/la successeur(e) de Marjorie Corvée-Grimault (partie chez Korian en 2025)	Claude	2026-05-27	Claude	2026-05-28	https://www.adef-residences.com	EHPAD	Oui	2	Clamart	Île-de-France	France	920015559	Privé non lucratif	ADEF Résidences			Clamart, 92140	92140	Clamart	92	110					Grand	3 572,40 €		
adef-grand-cedre-arcueil	La Maison du Grand Cèdre	Groupe	42	Premier contact	Arcueil, 94110		https://www.linkedin.com/company/adef-residences/	NETSoins	85	EHPAD 85 lits à Arcueil, groupe ADEF Résidences, utilise NETSoins	EHPAD du groupe ADEF Résidences, Arcueil (94)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Identifier le directeur — introuvable publiquement, appeler directement l'établissement	Claude	2026-05-27	Claude	2026-05-28	https://www.adef-residences.com	EHPAD	Oui	2	Arcueil	Île-de-France	France	940006208	Privé non lucratif	ADEF Résidences			Arcueil, 94110	94110	Arcueil	94	85					Moyen	2 892,60  €		
adef-saule-cendre-orly	La Maison du Saule Cendré	Groupe	42	Premier contact	Orly, 94310		https://www.linkedin.com/company/adef-residences/	NETSoins	83	EHPAD 82 lits à Orly, groupe ADEF Résidences, utilise NETSoins	EHPAD du groupe ADEF Résidences, Orly (94)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Établir le premier contact avec Lindsay Cafre-Saxemard	Claude	2026-05-27	Claude	2026-05-28	https://www.adef-residences.com	EHPAD	Oui	2	Orly	Île-de-France	France	940020282	Privé non lucratif	ADEF Résidences			Orly, 94310	94310	Orly	94	82					Moyen	2 775,60  €		
adef-roses-villecresnes	La Maison du Jardin des Roses	Groupe	42	Premier contact	Villecresnes, 94290		https://www.linkedin.com/company/adef-residences/	NETSoins	84	EHPAD 84 lits à Villecresnes, groupe ADEF Résidences, utilise NETSoins	EHPAD du groupe ADEF Résidences, Villecresnes (94)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Identifier le/la successeur(e) d'Angélique Filipe (partie oct. 2024)	Claude	2026-05-27	Claude	2026-05-28	https://www.adef-residences.com	EHPAD	Oui	2	Villecresnes	Île-de-France	France	940007719	Privé non lucratif	ADEF Résidences			Villecresnes, 94290	94290	Villecresnes	94	84					Moyen	2 841,60  €		
adef-sorieres-rungis	La Maison des Sorières	Groupe	42	Premier contact	Rungis, 94150		https://www.linkedin.com/company/adef-residences/	NETSoins	80	EHPAD 80 lits à Rungis, groupe ADEF Résidences, utilise NETSoins	EHPAD du groupe ADEF Résidences, Rungis (94)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Identifier le directeur — introuvable publiquement, appeler directement l'établissement	Claude	2026-05-27	Claude	2026-05-28	https://www.adef-residences.com	EHPAD	Oui	2	Rungis	Île-de-France	France	940011489	Privé non lucratif	ADEF Résidences			Rungis, 94150	94150	Rungis	94	80					Moyen	2 837,40  €		
adef-chantereine-choisy	La Maison de la Chantereine	Groupe	42	Premier contact	Choisy-le-Roi, 94600		https://www.linkedin.com/company/adef-residences/	NETSoins	81	EHPAD 81 lits à Choisy-le-Roi, groupe ADEF Résidences, utilise NETSoins	EHPAD du groupe ADEF Résidences, Choisy-le-Roi (94)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Identifier le/la successeur(e) de Mélanie Neufcourt (partie 2024)	Claude	2026-05-27	Claude	2026-05-28	https://www.adef-residences.com	EHPAD	Oui	2	Choisy-le-Roi	Île-de-France	France	940014988	Privé non lucratif	ADEF Résidences			Choisy-le-Roi, 94600	94600	Choisy-le-Roi	94	81					Moyen	2 802,60  €		
adef-laurier-saint-denis	La Maison du Laurier Noble	Groupe	42	Premier contact	Saint-Denis, 93200		https://www.linkedin.com/company/adef-residences/	NETSoins	75	EHPAD 75 lits à Saint-Denis, groupe ADEF Résidences, utilise NETSoins	EHPAD du groupe ADEF Résidences, Saint-Denis (93)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Identifier le directeur — introuvable publiquement, appeler directement l'établissement	Claude	2026-05-27	Claude	2026-05-28	https://www.adef-residences.com	EHPAD	Oui	2	Saint-Denis	Île-de-France	France	930019153	Privé non lucratif	ADEF Résidences			Saint-Denis, 93200	93200	Saint-Denis	93	75					Moyen	2 861,70  €		
adef-eglantier-bondy	La Maison de l'Églantier	Groupe	42	Premier contact	Bondy, 93140		https://www.linkedin.com/company/adef-residences/	NETSoins	85	EHPAD 85 lits à Bondy, groupe ADEF Résidences, utilise NETSoins	EHPAD du groupe ADEF Résidences, Bondy (93)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Contacter Istiebana T. (dir. adjointe) ou identifier la directrice principale	Claude	2026-05-27	Claude	2026-05-28	https://www.adef-residences.com	EHPAD	Oui	2	Bondy	Île-de-France	France	930021308	Privé non lucratif	ADEF Résidences			Bondy, 93140	93140	Bondy	93	85					Moyen	2 839,50  €		
adef-glycines-bourget	La Maison des Glycines	Groupe	42	Premier contact	Le Bourget, 93350		https://www.linkedin.com/company/adef-residences/	NETSoins	94	EHPAD 94 lits à Le Bourget, groupe ADEF Résidences, utilise NETSoins	EHPAD du groupe ADEF Résidences, Le Bourget (93)	NETSoins: Oui — source: champ DUI='NETSoins' renseigné manuellement dans le CRM lors d'une vérification terrain (2026-05-27).	Établir le premier contact avec Maleek Camara	Claude	2026-05-27	Claude	2026-05-28	https://www.adef-residences.com	EHPAD	Oui	2	Le Bourget	Île-de-France	France	930021316	Privé non lucratif	ADEF Résidences			Le Bourget, 93350	93350	Le Bourget	93	94					Moyen	2 905,20  €		
